NEA_GrantNumber,NEA_FiscalYear,NEA_Office,NEA_Grantee,NEA_GranteeWebsite,NEA_GranteeAddressLine1,NEA_GranteeAddressLine2,NEA_GranteeCity,NEA_GranteeState,NEA_GranteeZipcode,NEA_GranteeLatitude,NEA_GranteeLongitude
10-5100-8011,2010,Learning in the Arts for Children & Youth,"Mill Street Loft, Inc. (aka: Mill Street Loft/MSL Arts)",www.millstreetloft.org,45 Pershing Avenue,,Poughkeepsie,NY,12601-2729,41.701673,-73.913399
10-5100-8012,2010,Learning in the Arts for Children & Youth,ASCAP Foundation,www.ascapfoundation.org,One Lincoln Plaza,,New York,NY,10023-7142,40.776517,-73.982642
10-5100-8013,2010,Learning in the Arts for Children & Youth,Grand Canyon Chamber Music Festival (aka: Grand Canyon Music Festival),,PO Box 1332,,Grand Canyon,AZ,86023-1332,35.97121,-112.127461
10-5100-8014,2010,Learning in the Arts for Children & Youth,"Spy Hop Productions, Inc. (aka: Spy Hop)",www.spyhop.org,"511 West 200 South, Suite 100",,Salt Lake City,UT,84101-1197,40.764905,-111.905918
10-5100-8015,2010,Learning in the Arts for Children & Youth,"Marquis Studios, Ltd. (aka: Marquis Studios)",www.marquisstudios.org,"45 Main Street, Suite 616",,Brooklyn,NY,11201-1099,40.702775,-73.990649
10-5100-8016,2010,Learning in the Arts for Children & Youth,Barrel of Monkeys Productions (aka: Barrel of Monkeys),www.barrelofmonkeys.org,4432 N. Ravenswood Ave.,,Chicago,IL,60640-5803,41.962186,-87.674549
10-5100-8017,2010,Learning in the Arts for Children & Youth,"San Francisco Girls Chorus, Inc.",www.sfgirlschorus.org,44 Page Street,Suite 200,San Francisco,CA,94102-5986,37.774252,-122.421258
10-5100-8018,2010,Learning in the Arts for Children & Youth,"Our Piece of the Pie, Inc. (aka: OPP)",www.opp.org,20-28 Sargeant Street,,Hartford,CT,06105-1400,41.774583,-72.6879
10-5100-8019,2010,Learning in the Arts for Children & Youth,Center for World Music (aka: Center for World Music and Related Arts),www.centerforworldmusic.org,137 Highline Tr.,,El Cajon,CA,92021-4083,32.809369,-116.861717
10-5100-8020,2010,Learning in the Arts for Children & Youth,School District of Pickens County,,1348 Griffin Mill Road,,Easley,SC,29640,34.843381,-82.66814
10-5100-8021,2010,Learning in the Arts for Children & Youth,Philadelphia Young Playwrights,www.phillyyoungplaywrights.org,1709 Benjamin Franklin Parkway,2nd Floor,Philadelphia,PA,19103-1208,39.956184,-75.168086
10-5100-8022,2010,Learning in the Arts for Children & Youth,Circus Day Foundation (aka: Circus Harmony),www.circusharmony.org,4120 Parker Rd.,,Florissant,MO,63033-3202,38.793736,-90.280873
10-5100-8023,2010,Learning in the Arts for Children & Youth,Upham's Corner Community Center (aka: Bird Street Community Center),,500 Columbia Road,,Dorchester,MA,02125-2322,42.314642,-71.067422
10-5100-8024,2010,Learning in the Arts for Children & Youth,"Dancing Crane, Inc. (aka: Dancing Crane Georgian Cultural Center)",,6401 20th Avenue,,Brooklyn,NY,11204-3905,40.617049,-73.985285
10-5100-8025,2010,Learning in the Arts for Children & Youth,New York City Board of Education-District 75,,400 First Avenue,,New York,NY,10010-4004,40.737624,-73.978012
10-5100-8026,2010,Learning in the Arts for Children & Youth,"Sloss Furnaces Foundation, Inc. (aka: Sloss)",slossfurnaces.com,Twenty 32nd Street North,,Birmingham,AL,35222-1236,33.521357,-86.788595
10-5100-8027,2010,Learning in the Arts for Children & Youth,Pillsbury United Communities (aka: Pillsbury House Theatre),www.pillsburyhousetheatre.org,3501 Chicago Avenue South,,Minneapolis,MN,55407-2109,44.939382,-93.262549
10-5100-8028,2010,Learning in the Arts for Children & Youth,Genesee Street Corporation (aka: Genesee Center for the Arts & Education),www.geneseearts.org,713 Monroe Avenue,,Rochester,NY,14607-3263,43.143921,-77.589147
10-5100-8029,2010,Learning in the Arts for Children & Youth,"Boston Youth Symphony Orchestras, Inc. (aka: BYSO)",www.BYSOweb.org,855 Commonwealth Avenue,,Boston,MA,02215-1303,42.351053,-71.114444
10-5100-8030,2010,Learning in the Arts for Children & Youth,Youth in Focus,www.youthinfocus.org,2100 24th Avenue South,Suite 310,Seattle,WA,98144-4637,47.584416,-122.301625
10-5100-8031,2010,Learning in the Arts for Children & Youth,San Diego Opera Association (aka: San Diego Opera),www.sdopera.com,"1200 Third Avenue, 18th Floor",,San Diego,CA,92101-4112,32.7179,-117.162032
10-5100-8032,2010,Learning in the Arts for Children & Youth,Boston University,www.bu.edu,Office of Sponsored Programs,881 Commonwealth Avenue,Boston,MA,02215-1303,42.346366,-71.098713
10-5100-8033,2010,Learning in the Arts for Children & Youth,"Williams College, The President and Trustees of",,P.O. Box 624,,Williamstown,MA,01267-0624,42.698374,-73.225161
10-5100-8034,2010,Learning in the Arts for Children & Youth,"InsideOut Literary Arts Project, Inc. (aka: InsideOut Literary Arts Project)",www.insideoutdetroit.org,5143 Cass Avenue Suite 225,,Detroit,MI,48202-3929,42.357479,-83.06751
10-5100-8036,2010,Learning in the Arts for Children & Youth,"Renaissance Arts Academy (aka: ""RenArts"")",www.renarts.org,1800 Colorado Blvd.,,Los Angeles,CA,90041-1340,34.139264,-118.206281
10-5100-8037,2010,Learning in the Arts for Children & Youth,Berkshire Arts and Technology Charter Public School (aka: BART Charter School),bartcharter.org,One Commercial Place,,Adams,MA,01220-9999,42.619721,-73.120489
10-5100-8038,2010,Learning in the Arts for Children & Youth,Nashville Symphony Association,www.nashvillesymphony.org,One Symphony Place,,Nashville,TN,37201-2031,36.165131,-86.777229
10-5100-8039,2010,Learning in the Arts for Children & Youth,Dance Saint Louis (aka: Dance St. Louis),WWW.DANCESTLOUIS.ORG,3547 Olive Street,#301,St. Louis,MO,63103-1014,38.637634,-90.230967
10-5100-8040,2010,Learning in the Arts for Children & Youth,"UrbanArts, Inc. (aka: The UrbanArts Institute at the Massachusetts)",www.urbanartsinstitute.org,621 Huntington Avenue,,Boston,MA,02115-5801,42.336121,-71.099955
10-5100-8041,2010,Learning in the Arts for Children & Youth,"Purple Silk Music Education Foundation, Inc. (aka: Purple Silk Music Education Foundation (PSMEF)",www.purplesilk.org,484 Lake Park Avenue #366,,Oakland,CA,94610-2730,37.810747,-122.247312
10-5100-8042,2010,Learning in the Arts for Children & Youth,Tucson Symphony Society (aka: Tucson Symphony Orchestra (TSO)),www.tucsonsymphony.org,2175 North Sixth Avenue,,Tucson,AZ,85705-5606,32.247806,-110.968832
10-5100-8259,2010,Learning in the Arts for Children & Youth,"Louisville Orchestra, Inc. (aka: Louisville Orchestra)",www.louisvilleorchestra.org,"323 W. Broadway, ste. 700",,Louisville,KY,40202-3163,38.246,-85.757081
10-5100-8043,2010,Learning in the Arts for Children & Youth,"Just Buffalo Literary Center, Inc. (aka: Just Buffalo Literary Center)",www.justbuffalo.org,617 Main Street,Suite 202A,Buffalo,NY,14203-1400,42.890712,-78.872713
10-5100-8045,2010,Learning in the Arts for Children & Youth,"Learning By Design in Massachusetts, Inc. (aka: LBD:MA)",www.architects.org/lbd,290 Congress Street,Suite 200,Boston,MA,02210-1005,42.352527,-71.052409
10-5100-8046,2010,Learning in the Arts for Children & Youth,"Junior Appalachian Musicians, Inc (aka: JAM, Inc.)",www.regionaljam.org,PO Box 44,,Independence,VA,24348-0044,36.621806,-81.152018
10-5100-8047,2010,Learning in the Arts for Children & Youth,"Sonoran Art Foundation, Inc. (aka: Sonoran Glass School)",www.sonoranglass.org,633 W. 18th St.,,Tucson,AZ,85701-2553,32.211973,-110.977314
10-5100-8048,2010,Learning in the Arts for Children & Youth,Pacific Northwest Ballet Association (aka: Pacific Northwest Ballet),www.pnb.org,301 Mercer Street,,Seattle,WA,98109-4600,47.624553,-122.351202
10-5100-8049,2010,Learning in the Arts for Children & Youth,Community Music Center (aka: CMC),www.sfcmc.org,544 Capp Street,,San Francisco,CA,94110-2586,37.757969,-122.417907
10-5100-8050,2010,Learning in the Arts for Children & Youth,San Francisco Ballet Association (aka: San Francisco Ballet),www.sfballet.org,455 Franklin Street,,San Francisco,CA,94102-4438,37.778524,-122.421649
10-5100-8051,2010,Learning in the Arts for Children & Youth,"Community-Word Project, Inc. (aka: CWP)",www.communitywordproject.org,11 Broadway,Suite 508,New York,NY,10004-3105,40.705201,-74.013882
10-5100-8052,2010,Learning in the Arts for Children & Youth,826 Valencia,www.826valenc1a.org,826 Valencia Street,,San Francisco,CA,94110-1737,37.759707,-122.421409
10-5100-8053,2010,Learning in the Arts for Children & Youth,Provincetown Art Association and Museum (aka: PAAM),www.paam.org,460 Commercial Street,,Provincetown,MA,02657-2417,42.056152,-70.179376
10-5100-8054,2010,Learning in the Arts for Children & Youth,Alleghany County Schools (aka: Alleghany County Board of Education),www.alleghany.k12.nc.us,85 Peachtree Street,,Sparta,NC,28675-8708,36.511195,-81.121416
10-5100-8055,2010,Learning in the Arts for Children & Youth,University of Illinois at Urbana-Champaign,www.ospra.uiuc.edu/,OSPRA,"1901 S. First St., Suite A",Champaign,IL,61820-7406,40.11384,-88.243531
10-5100-8056,2010,Learning in the Arts for Children & Youth,Columbia College Chicago,www.colum.edu,600 S. Michigan Avenue,,Chicago,IL,60605-1996,41.874467,-87.624319
10-5100-8057,2010,Learning in the Arts for Children & Youth,Each One Reach One (aka: EORO),,146 S. Spruce Ave.,,S. San Francisco,CA,94080-4159,37.650047,-122.418287
10-5100-8058,2010,Learning in the Arts for Children & Youth,Grand Forks Public School District 1 (aka: Summer Performing Arts (SPA)),www.gfschools.org,2400 47th Ave South,,Grand Forks,ND,58201-3405,47.874947,-97.069462
10-7800-7170,2010,Challenge America Fast-Track Review,"LaGrange Symphony Orchestra, Inc. (aka: LaGrange Symphony Orchestra)",www.lagrangesymphony.org,P.O. Box 2321,,Lagrange,GA,30241-0048,33.020269,-84.982057
10-5100-8059,2010,Learning in the Arts for Children & Youth,Shakespeare Theatre (aka: Shakespeare Theatre Company),www.shakespearetheatre.org,"516 8th Street, SE",,Washington,DC,20003-2834,38.882556,-76.994951
10-5100-8060,2010,Learning in the Arts for Children & Youth,Cleveland Play House,www.clevelandplayhouse.com,1901 East 13th Street,Suite 200,Cleveland,OH,44114-3507,41.501602,-81.683169
10-5100-8061,2010,Learning in the Arts for Children & Youth,Moving in the Spirit (aka: IndepenDANCE),www.movinginthespirit.org,750 Glenwood Avenue SE,,Atlanta,GA,30316-1867,33.740985,-84.363178
10-5100-8062,2010,Learning in the Arts for Children & Youth,Los Angeles Philharmonic Association,www.laphil.com,151 South Grand Avenue,,Los Angeles,CA,90012-3034,34.055319,-118.249041
10-5100-8063,2010,Learning in the Arts for Children & Youth,"Young People's Chorus of New York City, Inc. (aka: YPC)",www.ypc.org,"1995 Broadway, Suite 305",,New York,NY,10023-5882,40.77531,-73.982312
10-5100-8064,2010,Learning in the Arts for Children & Youth,Arts Horizons Inc.,www.artshorizons.org,1 Grand Avenue,Suite 7,Englewood,NJ,07631-3550,40.892778,-73.97299
10-5100-8065,2010,Learning in the Arts for Children & Youth,"Partners for Youth with Disabilities, Inc.",,"95 Berkeley Street,  Suite 109",,Boston,MA,02116-6229,42.347517,-71.071183
10-5100-8066,2010,Learning in the Arts for Children & Youth,EmilyAnn Theatre Inc. (aka: EmilyAnn Theatre & Gardens),www.emilyann.org,P.O. Box 801,,Wimberley,TX,78676-0801,30.025429,-98.134695
10-5100-8068,2010,Learning in the Arts for Children & Youth,Snow City Arts Foundation (aka: Snow City Arts),,"630 S. Hermitage, Ste. 103K",,Chicago,IL,60612-3833,41.873861,-87.670542
10-5100-8069,2010,Learning in the Arts for Children & Youth,"Japan Society, Inc.",www.japansociety.org,333 East 47th Street,,New York,NY,10017-2313,40.752663,-73.969084
10-5100-8070,2010,Learning in the Arts for Children & Youth,Fairfax County Public Schools (aka: FCPS),www.fcps.edu/index.shtml,8115 Gatehouse Rd.,,Falls Church,VA,22042-1203,38.868657,-77.225055
10-5100-8071,2010,Learning in the Arts for Children & Youth,Northern Kentucky University Research Foundation,,"Research, Grants, & Contracts","AC 616, Nunn Drive",Highland Heights,KY,41099-0000,39.031597,-84.461417
10-5100-8072,2010,Learning in the Arts for Children & Youth,Architecture Resource Center Inc.,www.arcedusa.org,1203 Chapel Street,,New Haven,CT,06511-4701,41.309103,-72.934446
10-5100-8073,2010,Learning in the Arts for Children & Youth,Madison Cultural Arts District (aka: Overture Center for the Arts),,201 State St,,Madison,WI,53703-2214,43.074792,-89.388227
10-5100-8074,2010,Learning in the Arts for Children & Youth,Art Students League of Denver,,200 Grant Street,,Denver,CO,80203-4020,39.719502,-104.98374
10-5100-8075,2010,Learning in the Arts for Children & Youth,School Board of Sarasota County,,1960 Landings Blvd.,,Sarasota,FL,34231-3331,27.280443,-82.531318
10-5100-8076,2010,Learning in the Arts for Children & Youth,Barry University,www.barry.edu,11300 NE Second Avenue,,Miami Shores,FL,33161-6695,25.878746,-80.194126
10-5100-8078,2010,Learning in the Arts for Children & Youth,"Upstream Arts, Inc. (aka: Upstream Arts)",www.upstreamarts.org,3501 Chicago Ave. S.,,Minneapolis,MN,55407-2109,44.939382,-93.262549
10-7800-7171,2010,Challenge America Fast-Track Review,Erie Playhouse and Erie Playhouse Wing (aka: Erie Playhouse),www.erieplayhouse.org,13 W. 10th Street,,Erie,PA,16501-1401,42.125378,-80.082841
10-5100-8079,2010,Learning in the Arts for Children & Youth,Children's Media Project (aka: CMP),www.childrensmediaproject.org,42 Catharine Street,,Poughkeepsie,NY,12601-2542,41.704407,-73.924544
10-5100-8080,2010,Learning in the Arts for Children & Youth,Storycatchers Theatre (aka: Storycatchers),,"544 W Oak Street, Suite 1005",,Chicago,IL,60610-2413,41.90045,-87.642072
10-5100-8081,2010,Learning in the Arts for Children & Youth,Children's Theatre Company and School (aka: Children's Theatre Company),www.childrenstheatre.org,2400 Third Avenue South,,Minneapolis,MN,55404-3506,44.959009,-93.272792
10-5100-8082,2010,Learning in the Arts for Children & Youth,YS Kids Playhouse (aka: YSKP),www.yskp.org,PO Box 478,,Yellow Springs,OH,45387-0478,39.798135,-83.890059
10-5100-8083,2010,Learning in the Arts for Children & Youth,Fulton Opera House Foundation (aka: Fulton Theatre),,12 North Prince Street,,Lancaster,PA,17603-3808,40.038005,-76.307871
10-5100-8084,2010,Learning in the Arts for Children & Youth,Literature for All of Us,www.literatureforallofus.org,2010 Dewey Avenue,,Evanston,IL,60201-3021,42.054885,-87.695811
10-5100-8085,2010,Learning in the Arts for Children & Youth,Center of Creative Arts (aka: COCA),www.cocastl.org,524 Trinity Ave.,,St. Louis,MO,63130-4314,38.654912,-90.311373
10-5100-8086,2010,Learning in the Arts for Children & Youth,"Young Playwrights' Theater, Inc. (aka: YPT)",www.yptdc.org,"2437 15th Street, NW",,Washington,DC,20009-4101,38.921912,-77.035218
10-5100-8087,2010,Learning in the Arts for Children & Youth,"Dance Theatre Etcetera, Inc. (aka: DTE)",www.dtetc.org,480 Van Brunt Street,Suite 203,Brooklyn,NY,11231-1014,40.674498,-74.016265
10-5100-8088,2010,Learning in the Arts for Children & Youth,"Our Time Theatre Company, Inc. (aka: Our Time)",www.ourtimetheatre.org,330 West 42nd Street,12th Floor,New York,NY,10036-6902,40.757585,-73.990673
10-5100-8089,2010,Learning in the Arts for Children & Youth,ArtStart,www.artstart.org,1459 St. Clair Ave,,St. Paul,MN,55105-2338,44.934243,-93.161673
10-5100-8090,2010,Learning in the Arts for Children & Youth,"Lawrence Children's Choir, Inc.",www.lawrencechildrenschoir.org,PO Box 4173,,Lawrence,KS,66046-1173,38.938421,-95.237984
10-5100-8091,2010,Learning in the Arts for Children & Youth,"City of San Fernando, California (aka: City of San Fernando)",,117 Macneil Street,,San Fernando,CA,91340-2911,34.283697,-118.438976
10-5100-8092,2010,Learning in the Arts for Children & Youth,Los Angeles County Arts Commission,www.lacountyarts.org,1055 Wilshire Boulevard,Suite 800,Los Angeles,CA,90017-5655,34.052116,-118.26275
10-5100-8093,2010,Learning in the Arts for Children & Youth,Portland Symphonic Girlchoir Association (aka: Portland Symphonic Girlchoir),girlchoir.com,P.O. Box 28323,,Portland,OR,97228-8323,45.527133,-122.6776
10-5100-8094,2010,Learning in the Arts for Children & Youth,Portland Museum of Art,www.portlandmuseum.org,Seven Congress Square,,Portland,ME,04101-3802,43.668739,-70.244428
10-5100-8095,2010,Learning in the Arts for Children & Youth,Firebird Youth Chinese Orchestra,www.fyco.org,PO Box 642098,,San Jose,CA,95164-2098,37.397834,-121.926373
10-5100-8096,2010,Learning in the Arts for Children & Youth,Kalamazoo Symphony Orchestra,www.KalamazooSymphony.com,359 South Kalamazoo Mall,Suite 100,Kalamazoo,MI,49007-4843,42.289196,-85.583101
10-5100-8097,2010,Learning in the Arts for Children & Youth,Mosaic Youth Theater of Detroit (aka: Mosaic),www.mosaicdetroit.org,3011 West Grand Blvd.,Suite #1510,Detroit,MI,48202-3096,42.369049,-83.076801
10-5100-8262,2010,Learning in the Arts for Children & Youth,Young Men's & Young Women's Hebrew Association (aka: Unterberg Poetry Center),www.92Y.org,1395 Lexington Avenue,,New York,NY,10128-1612,40.783038,-73.95295
10-5100-8098,2010,Learning in the Arts for Children & Youth,Georgia O'Keeffe Museum (aka: n/a),www.okeeffemuseum.org,217 Johnson Street,,Santa Fe,NM,87501-1826,35.688924,-105.940894
10-5100-8099,2010,Learning in the Arts for Children & Youth,Young Audiences of New Jersey Inc. (aka: Young Audiences New Jersey & Eastern Pennsylv),,200 Forrestal Road,,Princeton,NJ,08540-6610,40.361388,-74.651136
10-5100-8100,2010,Learning in the Arts for Children & Youth,Austin Classical Guitar Society,www.AustinClassicalGuitar.org,P. O. Box 4072,,Austin,TX,78765-4072,30.306628,-97.72972
10-5100-8101,2010,Learning in the Arts for Children & Youth,Venice Arts,www.venice-arts.org,610 California Ave,,Venice,CA,90291-3440,33.991504,-118.465424
10-5100-8102,2010,Learning in the Arts for Children & Youth,Maryland State Department of Education,www.marylandpublicschools.org,200 W. Baltimore Street,,Baltimore,MD,21201-2549,39.289426,-76.618123
10-5100-8103,2010,Learning in the Arts for Children & Youth,"Young Dancers in Repertory, Inc. (aka: YDR)",www.youngdancersinrep.org,P.O. Box 205037,Sunset Station,Brooklyn,NY,11220-7037,40.641536,-74.01349
